record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,funding___5,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,population___1,population___2,population___3,population___4,population___5,population___6,pathology,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type___8,sens_analysis_type___9,sens_analysis_type___10,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,n_included_control_lot,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,n_naive_ctrl_lot,res_unadjusted,n_match_exp,n_match_ctrl,n_match_ctrl_lot,n_weight_exp,n_weight_ctrl,n_weight_ctrl_lot,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,bias_type___1,bias_type___2,bias_type___3,bias_type___4,bias_type___5,bias_type___6,bias_type___7,bias_type___8,bias_type___9,bias_type_other,notes_results,results_complete
28,,,2,MD,"Efficacy and safety of a reduced dose of plerixafor in combination with granulocyte colony-stimulating factor in healthy haploidentical stem cell donors",2022,0,0,russia,russia,0,"Vox Sanguinis",1423-0410,NR,0,0,1,0,0,10.1111/vox.13266,"A EXCLURE: control != RWD",2,2,,,0,0,0,0,0,,0,0,0,1,0,,1,1,1,0,0,0,"malignant; non malignant diseases",NA,plerixafor,L03AX16,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"healthy donors == parents; receivers == pediatric pop;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"difference in number of cd34 cells  on days 4 and 5 post mobilization",,0,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,1,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"""historical group"" avant 2018;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2018,NR,2012,2021,NR,NR,NR,1,,105,106,,0,0,0,0,0,1,0,,105,106,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,3,,,,0,0,0,0,0,0,0,0,0,0,,"analyses en sous groupes non prevues",2
29,,,2,MD,"Nasal spray of an IgM-like ACE2 fusion protein HH-120 accelerates SARS-CoV-2 clearance: A single-center propensity score-matched cohort study",2023,1,0,china,china,1,"Journal of Medical Virology",1096-9071,"Beijing Ditan Hospital",1,0,0,0,0,10.1002/jmv.28805,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"covid 19",RA01.0,"IgM‐like ACE2 fusion protein HH‐120",,1,0,0,0,0,,NCT05659602,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,4,"first confirmed positive test",1,"IgM‐like oligomerized ACE2 fusion protein (named HH‐120) nasal spray;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"median viral clearance time",,1,0,1,0,3,,,,,,,1,1,,5,0,0,1,0,,0,0,1,0,,0,1,0,,1:2,3,,1,0,0,0,0,,0.2,3,,,,0,1,0,0,0,0,0,,0.1,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,,"autre cdjp == proportion of participants who achieved viral clearance at given time point",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,,3,,0,"SOC only;  index date time from  the first confirmed positive nasopharyngeal swab NAAT result??;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2022,2022,NR,NR,NR,NR,NR,1,,67,152,,1,0,0,0,0,0,0,,,,,4,65,103,,,,,5,0,0,0,1,0,0,,,,1,1,2,,0,1,0,4,,,1,1,1,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,,"exp arm recrutement aug to oct;  overlap achieved?? cf supp;",1
30,,,2,MD,"Quality of life, mood and seizure control in patients with brain tumor related epilepsy treated with lacosamide as add-on therapy: A prospective explorative study with a historical control group",2017,0,0,italy,italy,1,"Epilepsy & Behavior: E&B",1525-5069,NR,0,1,0,0,0,10.1016/j.yebeh.2017.05.031,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"astrocytoma; oligodendroglioma; multiform glioblastoma; cerebral lymphoma ","XH6PH6; XH7W59; 2A00.0; 2A81.5",lacosamide,N03AX18,0,0,0,1,0,,,,,,NR,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,1,,0,"add-on therapy (descr des therapies employees)??;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"6 month seizure control rate",,0,1,1,0,1,,0.05,0.8,22,NR,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,,1,1,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"cf results info bras rwd",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,NR,NR,2001,2006,5.8,NR,NR,1,,25,19,,0,0,0,0,1,0,0,,22,19,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,2,2,1,2,2,,0,0,0,0,0,0,0,0,0,0,,"infos hist control issu de 10.1007/s11060-006-9162-9",2
31,,,2,MD,"Camrelizumab plus platinum-irinotecan followed by maintenance camrelizumab plus apatinib in untreated extensive-stage small-cell lung cancer: a nonrandomized clinical trial",2023,0,0,china,china,0,"Frontiers in Immunology",1664-3224,"hengrui medicine",0,1,0,0,0,10.3389/fimmu.2023.1168879,,2,2,,,0,0,0,0,0,,0,0,0,0,1,"preliminary study",0,0,0,1,1,0,"extensive stage small cell lung cancer",2C25.1,"camrelizumab plus platinum irinotecan",,1,0,0,0,0,,NCT04453930,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,"L01CE02: irinotecan + manque code camrelizumab ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"progression free survival",,1,0,1,0,3,,,,,,,1,5,,NR,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"analyses en sous groupe pr les differents endpoints;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,,1,1,1,,1,0,4,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2020,2021,2013,2021,12.1,NR,NR,1,,19,34,,1,0,0,0,1,0,0,,19,34,,4,,,,,,,NR,0,0,0,1,0,0,,,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,,1,0,0,1,0,0,0,0,0,0,,"significative analysis == subgroup analyses??;  bias: unrandomized + single center + small ss + retrospective control;",2
32,,,2,MD,"A Non-Comparative Prospective Pilot Study of Ketamine for Sedation in Adult Septic Shock",2018,0,0,usa,usa,2,"Military Medicine",1930-613X,NR,0,0,0,1,0,10.1093/milmed/usy121,"pas de section conflit d'interet;",2,2,,,0,0,0,0,0,,0,0,0,0,1,"pilot study",0,0,0,1,1,0,"septic schock",1G41,ketamine,N01AX03,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"dose of vasopressor required at several time points",,0,0,0,1,2,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2012,2015,2010,2011,NR,NR,NR,1,,17,29,,1,0,0,0,1,0,0,,17,29,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,1,1,0,1,0,0,0,0,0,1,,,2
33,,,2,MD,"Ruxolitinib in severe COVID-19: Results of a multicenter, prospective, single arm, open-label clinical study to investigate the efficacy and safety of ruxolitinib in patients with COVID-19 and severe acute respiratory syndrome",2021,0,0,argentina,argentina,0,"Revista De La Facultad De Ciencias Medicas (Cordoba, Argentina)",1853-0605,"Marcelo Iastrebner",0,0,1,0,0,10.31053/1853.0605.v78.n3.32800,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,1,1,0,"covid 19",RA01.0,ruxolitinib,L01EJ01,1,0,0,0,0,,NCT04414098,,,,3,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,"soc + add on;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"proportion of patients with acute respiratory syndrome becoming critically ill",,0,0,1,0,2,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"soc cohort;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020,2020,NR,NR,NR,NR,NR,1,,54,51,,1,0,0,0,1,0,0,,51,51,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,0,0,0,0,0,0,0,0,0,0,,"exp arm enrollment june to november;",2
34,,,2,MD,"An Open Label Trial to Assess Safety of Losartan for Treating Worsening Respiratory Illness in COVID-19",2021,0,0,usa,usa,1,"Frontiers in Medicine",2296-858X,"University of Kansas Medical Center",1,0,0,0,0,10.3389/fmed.2021.630209,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"covid 19",RA01.0,losartan,C09CA01,1,0,0,0,0,,NCT04335123,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"cumulative number of adverse events",,0,0,1,0,2,,,,,,,1,1,,NR,0,0,1,0,,0,0,1,0,,0,1,0,,1:1,3,,1,0,0,0,0,,NR,3,,,,0,0,0,0,0,0,1,"planned but no details",,0,0,0,1,"planned but no details",0,0,0,1,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,1,0,1,0,0,1,"post hoc",3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2020,NR,NR,NR,NR,NR,NR,1,,34,46,,1,0,0,0,1,0,0,,,,,4,30,30,,,,,NR,0,0,0,0,1,0,,,,2,,2,,0,0,1,,,,1,1,1,3,1,1,2,2,1,0,0,0,0,1,0,0,0,1,"time dependant bias patient enrollment","baseline: comparent les individus conserves par PSM avant matching??;  balance and overlap not achieved (cf discussion);",2
35,,,2,MD,"Sitagliptin compared with thiazolidinediones as a third-line oral antihyperglycemic agent in type 2 diabetes mellitus",2011,0,0,usa,usa,2,"Endocrine Practice: Official Journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists",1934-2403,NR,1,1,0,0,0,10.4158/EP10405.OR,"pas de declaration de conflits d'interet;",2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"type 2 diabetes mellitus",5A11,sitagliptin,A10BH01,0,0,0,1,0,,,,,,1,1,0,0,0,0,1,"legal issues",,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"change from baseline in hba1c",,0,0,1,0,1,,0.05,0.8,100,NR,1,1,5,,1,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"autre cdjp == between group difference in hba1c",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,7,,1,"thiazolidinediones;  data issues d'une autre publi mais meme equipe donc ont les ipd + bonne source ""chart review"" 10.2337/dc06-0494;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2007,2010,NR,NR,NR,NR,NR,1,,108,104,,1,0,0,0,1,0,0,,102,104,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,,"faux biais",2
36,,,2,MD,"Intermittent tri-weekly docetaxel plus bicalutamide in patients with castration-resistant prostate cancer: a single-arm prospective study using a historical control for comparison",2013,0,0,china,china,0,"Asian Journal of Andrology",1745-7262,NR,0,0,0,1,0,10.1038/aja.2013.89,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,0,0,1,"castration resistant prostate cancer",2C82,bicalutamide,"L02BB03 ",0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"ttt == DTX + BCL;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,,1,1,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,"no primary endpoint;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"ttt == DTX;  0 info sur control group;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2007,2012,NR,NR,20,NR,NR,1,,42,60,,1,0,0,0,1,0,0,,42,60,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,1,0,0,1,0,0,0,0,0,0,,,2
37,,,2,MD,"Effect of Vonoprazan on Delayed Bleeding after Endoscopic Submucosal Dissection for Gastric Neoplasia among Antithrombotic Drug Users: A Single-Center, Single-Arm Prospective Observational Case Control Study",2020,0,0,japan,japan,0,"Acta Medica Okayama",0386-300X,NR,0,0,0,1,0,10.18926/AMO/59958,,2,2,,,0,0,0,0,0,,0,0,0,0,1,"pilot study",0,0,0,1,1,0,"gastric cancer",2B72,vonoprazan,A02BC08,0,0,0,0,1,UMIN,,,,UMIN000029300,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"pilot study precise dans discussion",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"incidence of delayed bleeding",,0,0,0,1,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
