record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,funding___5,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,population___1,population___2,population___3,population___4,population___5,population___6,pathology,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type___8,sens_analysis_type___9,sens_analysis_type___10,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,n_included_control_lot,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,n_naive_ctrl_lot,res_unadjusted,n_match_exp,n_match_ctrl,n_match_ctrl_lot,n_weight_exp,n_weight_ctrl,n_weight_ctrl_lot,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,bias_type___1,bias_type___2,bias_type___3,bias_type___4,bias_type___5,bias_type___6,bias_type___7,bias_type___8,bias_type___9,bias_type_other,notes_results,results_complete
7,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2019,2004,2019,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0
8,,,2,MD,"External control cohorts for the single-arm LIBRETTO-001 trial of selpercatinib in RET+ non-small-cell lung cancer",2022,1,1,usa,uk,1,"ESMO open",2059-7029,"eli lilly",0,1,0,0,0,10.1016/j.esmoop.2022.100551,,2,1,1,,0,0,0,0,0,,1,1,0,0,0,,0,1,1,1,1,0,"ret fusion advanced metastatic non small cell lung cancer",2C25.0,selpercatinib,L01EX22,1,0,0,0,0,,NCT03157128,,,,85,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,"og study LIBRETTO 001;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall response rate",1,1,0,0,0,3,,,,,,,1,2,,8,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,5,"entropy balancing",,0,0,0,0,0,1,0,,,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,0,1,0,0,0,0,,280,2,1,,1,1,5,0,0,0,0,0,0,,2,,1,1,0,0,,6,,0,"flatiron chainee a BD genomique;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,NR,NR,2017,2021,NR,NR,NR,1,,48,2791,,1,0,0,0,0,0,0,,,,,2,,,,48,2791,,NR,0,0,0,0,1,0,,4,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,2,1,0,0,0,1,0,0,0,0,1,,"effectifs dependent des strategies, endpoints et bras......;  on choisit la strategie 2 car n'ont pas pu ajuster pr la 1;  bias: groupes differents + evaluation differente outcomes",2
9,,,2,MD,"Short-Term Outcomes of Phage-Antibiotic Combination Treatment in Adult Patients with Periprosthetic Hip Joint Infection",2023,0,0,russia,russia,0,Viruses,1999-4915,"ministry of health of russian federation",1,0,0,0,0,10.3390/v15020499,,2,2,,,0,0,0,0,0,,0,0,0,0,1,"pilot study",0,0,0,1,1,0,"periprosthetic hip joint infection",NE83.1,"local phage combination therapy",,0,0,0,1,0,,,,,,1,1,0,1,0,0,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,1,"periprosthetic infection relapses within 12 months after surgery",,0,0,0,1,1,,0.1,0.8,21,21,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,"multplicity == nimp;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2012,2018,2012,2018,NR,NR,NR,1,0,23,22,,1,0,0,0,1,0,0,,22,22,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,,"faux bias",2
10,,,2,MD,"Efficacy and Safety of Atezolizumab and Bevacizumab in Appendiceal Adenocarcinoma",2024,0,0,usa,usa,1,"Cancer Research Communications",2767-9764,"M.D. Anderson Cancer Center",1,1,0,0,1,10.1158/2767-9764.CRC-24-0019,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,1,1,0,"appendiceal adenocarcinoma",2B93.0,"atezolizumab; bevacizumab","L01FF05; L01FG01",1,0,0,0,0,,NCT03074513,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall response rate",,1,0,1,0,1,,0.05,0.75,16,NR,1,1,1,,4,0,1,0,0,,1,0,0,0,,0,1,0,,NR,2,,1,0,0,0,0,,NR,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,2,0,2,0,0,0,0,0,1,"additional pronostic variables",1,1,0,1,1,0,,4,"pathology with interpatient heterogeneity",0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2017,2020,NR,NR,NR,40,NR,1,,16,16,NR,1,0,0,0,0,0,0,,,,,4,16,16,NR,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,3,,,3,,,,1,0,0,1,0,1,0,0,0,0,"different follow up time","resultats pas clair sur ORR",2
11,,,2,MD,"Amivantamab compared with real-world therapies in patients with advanced non-small cell lung cancer harboring EGFR exon 20 insertion mutations who progressed after platinum-based chemotherapy",2022,1,0,uk,france,1,"Lung Cancer (Amsterdam, Netherlands)",1872-8332,janssen,0,1,0,0,0,10.1016/j.lungcan.2022.03.005,,2,1,3,,0,0,1,0,1,"disease progression after LOT",1,0,0,0,0,,0,0,0,1,1,0,"advanced non small cell lung cancer egfr exon 20 insertion ",2C25.0,amivantamab,L01FX18,1,0,0,0,0,,NCT02609776,,,,70,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,1,"CHRYSALIS ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,N/A,1,1,0,0,0,2,,,,,,,1,2,,8,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,2,,,0,1,0,1,0,0,0,,0.1,0,0,1,0,,0,0,0,1,0,0,0,1,0,0,,"all adjustment variables not listed (only 4 listed);  overlapping weights alors que estimand == ATT??;  on s'interesse au pooled controle;  sens an:patient restriction on number of LOT received+ other analysis model variables;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,1,0,0,0,0,,280,3,1,,2,1,2,0,0,0,0,1,0,,1,1,1,0,0,0,,6,,1,"""satisfies key inclusion crits"";  ConcertAI (claims)+ COTA Healthcare and Flatiron;  hernan;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,NR,2020,2011,2020,NR,NR,NR,1,,81,125,227,1,0,0,0,0,0,0,,,,,4,,,,81,125,NR,8,0,0,0,0,1,0,,4,,1,1,3,,1,0,0,3,,,1,1,,1,1,,1,1,1,0,0,0,1,0,1,0,0,0,,"le love plot semble indiquer que la derniere var n'est pas equilibree entre les 2 groupes mais pas de smd fournies;  appendix on a les HR pour comp avec chaque BD et pas le pooled mais tout est sign;  bias: unmeasured confounding because of non rando design + lack of assessment consistency in RWD;",2
12,,,2,MD,"Targeted dosing of anti-thymocyte globulin in adult unmanipulated haploidentical peripheral blood stem cell transplantation: A single-arm, phase 2 trial",2023,0,0,china,china,0,"American Journal of Hematology",1096-8652,"Chinese PLA General Hospital",1,0,0,0,0,10.1002/ajh.27068,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,1,1,1,0,0,"hematological malignancies",NA,"anti thymocyte globulin ",L04AA03,1,0,0,0,0,,NCT04778618,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,4,transplantation,1,"trial protocol available in supp mat;  ""Patients with hematologic malignancies in complete response"" --> basket trial?;  liste pathologies pr icd11??;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"cumulative incidence of cytomegalovirus reactivation within 180 days post transplantation",,1,0,0,0,1,,0.05,0.9,63,NR,1,1,5,,NR,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"nsn calculation with simon two stage design (24+69);  ""Differences between the study cohort and the historical cohort will be assessed using Kaplan-Meier estimate two-sided log-rank test will be used for comparisons as well as multivariate Cox proportional hazard models""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,1,5,0,0,0,0,0,0,,1,1,0,1,0,0,,5,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2020,2022,2018,2020,21.01,NR,NR,1,,66,102,,1,0,0,0,1,0,0,,63,102,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,1,2,1,1,1,,1,1,0,0,0,1,0,0,0,0,"different follow up time","median fu in days --> converted to months;  bias: single arm design + shorter fu time in SAT + unmeasured vars in SAT?;",2
13,,,2,MD,"Efficacy of Premedication Protocol without Ranitidine for Taxane Regimen: A Multicenter Non-Randomized Historical Controlled Study",2022,0,0,thailand,thailand,0,"Asian Pacific journal of cancer prevention: APJCP",2476-762X,NR,0,0,0,1,0,10.31557/APJCP.2022.23.4.1331,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,neoplasm,NA,"dexamethasone; ondansetron; diphenhydramine",H02AB02;A04AA01;R06AA02,0,0,0,0,1,"thai registry of clinical trials",,,,TCTR20210322004,3,1,0,0,0,0,1,"comparison with withdrawn soc",,0,0,0,0,0,0,0,,3,,1,"""cancer that required standard treatment with the taxane regimen"";  date selection criterion == post interdiction ranitidine;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"incidence of hypersensitivity reactions",,0,0,0,1,1,,0.05,0.8,200,NR,1,1,5,,,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,4,"former soc withdrawn from market due to side effects",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,NR,NR,2020,2020,NR,NR,NR,1,,221,220,,1,0,0,0,1,0,0,,221,220,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,1,,1,1,,,1,0,1,0,0,0,0,0,0,0,,"bias: incomplete rwd",2
14,,,2,MD,"Intermediate-dose cyclophosphamide and bortezomib for PBSC mobilization in multiple myeloma",2023,0,0,japan,japan,0,"Transfusion and Apheresis Science: Official Journal of the World Apheresis Association: Official Journal of the European Society for Haemapheresis",1473-0502,NR,0,0,0,1,0,10.1016/j.transci.2023.103649,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,1,0,0,"multiple myeloma",2A83.Y,bortezomib,L01XG01,0,0,0,1,0,,,,,,2,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"""The conditioning regimen post-transplantation consolidation therapy and maintenance therapy were at the discretion of each physician"";",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,safety,,1,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,"autre cdjp == mobilization efficacy; ",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,2,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2013,2017,2003,2012,NR,NR,NR,1,,21,15,,1,0,0,0,0,0,0,,21,15,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,3,,,,1,1,0,0,0,0,0,0,0,1,,"conclusion a equivalence alors que semblaient vouloir demontrer une superiorite + set up avec molecule en plus dans group exp;  bias: non comparabilite des induction therapy regimens a baseline + non randomized design + 2 centers only;",2
15,,,2,MD,"Relapse Rates With Paliperidone Palmitate in Adult Patients With Schizophrenia: Results for the 6-Month Formulation From an Open-label Extension Study Compared to Real-World Data for the 1-Month and 3-Month Formulations",2024,1,0,usa,germany,1,"The International Journal of Neuropsychopharmacology",1469-5111,janssen,0,1,0,0,0,10.1093/ijnp/pyad067,,2,1,3,,0,0,0,1,0,,0,0,0,0,1,4,0,0,0,1,1,0,schizophrenia,6A20,"paliperidone ",N05AX13,1,1,0,0,0,,NCT04072575,2018-004532-30,,,30,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,1,,1,"og study == ? phase 3 NCT03345342 ""OLE"";  subset car ""who met eligibility criteria""?;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"time to first relapse",3,1,0,0,0,2,,,,,,,1,1,,7,0,0,1,0,,0,0,1,0,,0,1,0,,1:1,3,,1,1,0,0,0,,0.2,,,,,0,1,0,0,0,0,0,,0.2,0,0,1,0,,1,0,0,1,0,0,0,0,0,0,,"1:1:1 matching with ""sequential"" matching methode matching correcte? pas de papier cite;  sens an: other matching ratio;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,1,0,0,,NR,3,1,,2,1,2,0,0,0,0,0,1,"number of injections received to mimic exp arm",1,0,1,0,0,0,,5,,1,"PP3M (same for PP1M);  claims from IBM MDCD;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,NR,NR,2017,2021,NR,24,24,1,,178,736,NR,1,1,0,0,0,0,0,,,,,4,178,178,NR,,,,7,0,0,0,1,0,0,,,,1,1,1,1,1,0,0,4,,,1,1,1,,1,1,,1,1,1,1,0,0,1,0,0,0,0,"data used for billing instead of medical care","sequential matching comment entrer les infos;  PP3M vs PP6M;  qualite des RWD: moindre + incomplete + variables manquantes",2
16,,,0,MD,"Efficacy of plasma exchange therapy for diffuse alveolar hemorrhage in patients with microscopic polyangiitis",2022,0,0,japan,japan,1,"Therapeutic Apheresis and Dialysis: Official Peer-Reviewed Journal of the International Society for Apheresis, the Japanese Society for Apheresis, the Japanese Society for Dialysis Therapy",1744-9987,NR,0,0,0,1,0,10.1111/1744-9987.13824,"A exclure: intervention",2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"microscopic polyangiitis",4A44.A0,"plasma exchange",,0,0,0,0,1,UMIN,,,,UMIN000031999,2,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"52 week survival rate",,0,0,0,1,1,,0.05,0.8,6,NR,0,1,5,,NR,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"52 week survival rate puis non disease specific mortality as primary outcome;  nsn non correct car pas de delta fourni;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,2,1,1,,1,1,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
