record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,pathology,population___1,population___2,population___3,population___4,population___5,population___6,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def___1,justif_rwd_def___2,justif_rwd_def___3,justif_rwd_def___4,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,res_unadjusted,n_match_exp,n_match_ctrl,n_weight_exp,n_weight_ctrl,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,notes_results,results_complete
39,,,0,,"Concomitant nevirapine impacts pharmacokinetic exposure to the antimalarial artemether-lumefantrine in African children",2017,0,0,usa,usa,0,"PloS One",1932-6203,"International Maternal Pediatric Adolescent AIDS Clinical Trials Group",1,0,0,0,10.1371/journal.pone.0186589,,2,,,,0,0,0,0,0,,0,0,0,0,1,"observational study",malaria,0,1,0,0,0,0,,nevirapine,,1,0,0,0,0,,NCT01728961,,,,3,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,AUC,,0,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,1,"previously studied group (PK design)",3,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 4, 2012",2014,2012,,,,,,,18,20,1,0,0,0,0,0,0,,16,20,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,3,,,,0,,2
40,,,0,,"Impact of adding tacrolimus to initial treatment of interstitial pneumonitis in polymyositis/dermatomyositis: a single-arm clinical trial",2020,,,japan,japan,,"Rheumatology (Oxford, England)",1462-0332,"Tokyo Medical and Dental University",1,0,0,0,10.1093/rheumatology/kez394,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"interstitial pneumonitis in polymyositis/dermatomyositi",0,0,0,1,0,0,,tacrolimus,,1,0,0,0,0,,NCT00504348,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,"overall survival",,1,0,1,0,4,"rare disease",,,,,,1,1,,,0,0,1,0,,0,0,1,0,,0,0,0,,,5,,0,0,0,1,0,,,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,"PS matching not used",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,,1,1,,,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 2007","December 2009",,,,,,,,25,16,1,0,0,0,0,0,0,,,,,25,16,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,0,3,,,3,,,,1,"""it was considered ethically inappropriate to conduct a study with a concurrent control group with GCs alone""",2
41,,,0,,"Efficacy of novel sedation using the combination of dexmedetomidine and midazolam during endoscopic submucosal dissection for esophageal squamous cell carcinoma",2019,0,0,japan,japan,0,"Esophagus: Official Journal of the Japan Esophageal Society",1612-9067,"Cancer Institute Hospital",0,0,0,1,10.1007/s10388-019-00666-z,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,"esophageal squamous cell carcinoma",0,0,0,1,0,0,,"combination of dexmedetomidine and midazolam",,0,0,0,0,1,UMIN,,,,UMIN000017302,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"proportion of patients who did not move or require restraint during ESD",,0,1,0,0,1,,0.05,0.80,60,,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 2014","September 2015",,,,,,,,65,99,0,0,0,0,0,1,0,,65,99,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,2,,1,"selection bias",2
42,,,0,,"Ultra-Early Combination Antiplatelet Therapy with Cilostazol for the Prevention of Branch Atheromatous Disease: A Multicenter Prospective Study",2016,0,0,japan,japan,0,"Cerebrovascular Diseases Extra",1664-5456,,0,0,0,1,10.1159/000450835,,2,,,,0,0,0,0,0,,0,0,0,0,0,,"Prevention of Branch Atheromatous Disease",0,0,0,1,0,0,,Cilostazol,,0,0,0,1,0,,,,,,,3,0,0,0,0,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"progression of BAD",,0,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,,3,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"December 2011","August 2014",,,,,,,,144,142,1,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,3,,,0,"discussion 'inherent drawbacks of observational design' sans precision",2
43,,,0,,"Recombinant human FGF-2 for the treatment of early-stage osteonecrosis of the femoral head: TRION, a single-arm, multicenter, Phase II trial",2021,0,0,japan,japan,0,"Regenerative Medicine",1746-076X,,1,0,0,0,10.2217/rme-2021-0049,"drug provided by the pharma",2,,,,0,0,0,0,0,,0,1,0,0,0,,"Osteonecrosis of the Femoral Head",0,0,1,1,0,0,,"Recombinant Human FGF-2 ",,0,0,0,0,1,"University Hospital Medical Information Network clinical trials registry",,,,UMIN000020340,4,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,"expected collapse rate <35% at 24 months",,0,0,0,0,1,,5%,90%,56,,1,1,1,,4,0,0,0,0,,0,0,0,0,,0,0,0,,1:1,1,,0,0,0,1,0,,,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,12,3,1,,1,0,4,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 February 2016","7 December 2016",,,,,,,,63,268,1,0,0,0,1,0,0,,,,,49,49,,,,0,0,0,0,0,0,,,,1,1,3,,1,0,0,,,,1,1,1,2,1,1,2,,0,"""We carefully confirmed the acceptability criteria for historical controls by Pocock""",2
44,,,0,,"Therapeutic benefit of larotrectinib over the historical standard of care in patients with locally advanced or metastatic infantile fibrosarcoma (EPI VITRAKVI study)",2024,1,0,france,france,1,"ESMO open",2059-7029,Bayer,0,1,0,0,10.1016/j.esmoop.2024.103006,,2,,,,0,0,0,0,0,,0,0,0,0,1,1/2,"infantile fibrosarcoma",0,1,1,1,0,0,,larotrectinib,,1,0,0,0,0,,NCT05236257,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"ATE par deduction des poids mais non dit",2,0,"time to medical treatment failure",,1,0,1,0,1,,NR,51%,91,,0,1,2,,6,0,0,1,0,,0,1,0,0,,0,1,0,,,,,0,0,0,0,0,,,,1,,,0,0,0,0,0,0,0,,,0,0,0,0,,1,0,0,0,0,0,1,"matching + trimming or truncating weights",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,1,0,0,0,0,0,,,3,1,,1,1,1,0,0,0,0,0,0,,1,1,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,"20 July 2021",2000,2022,30.9,72.9,37.5,,,51,42,1,0,0,0,0,0,0,,,,1,,,,,,0,0,0,0,1,0,,4,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,2,1,"measurement + unmeasured counfouders bias",2
45,,,0,,"Procalcitonin for selecting the antibiotic regimen in outpatients with low-risk community-acquired pneumonia using a rapid point-of-care testing: A single-arm clinical trial",2017,0,0,espagne,espagne,0,"PloS One",1932-6203,"Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana",1,0,0,0,10.1371/journal.pone.0175634,,1,,,,0,0,0,0,0,,0,0,0,1,0,,"community-acquired pneumonia",0,0,0,0,0,0,,procalcitonin,,1,0,0,0,0,,NCT02600806,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,"A exclure : ce n'est pas un medicament",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,0,,"Survival in primary pulmonary hypertension with long-term continuous intravenous prostacyclin",1994,0,0,usa,usa,0,"Annals of Internal Medicine",0003-4819,,1,1,0,0,10.7326/0003-4819-121-6-199409150-00003,"The Burroughs Wellcome Fund (BWF) is an American non-profit medical research organization that provides funding for biomedical research",2,1,3,,0,0,0,0,1,"all survivors of a previous RCT",0,0,0,1,0,,"primary pulmonary hypertension",0,0,0,1,0,0,,prostacyclin,,0,0,0,1,0,,,,,,4,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,survival,2,1,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,,3,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,31,0,0,0,0,0,1,0,,18,31,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,,1,1,,,0,,2
47,,,0,,"Immunogenicity and tolerability of an investigational formulation of interferon-beta1a: 24- and 48-week interim analyses of a 2-year, single-arm, historically controlled, phase IIIb study in adults with multiple sclerosis",2007,0,0,uk,uk,,"Clinical Therapeutics",0149-2918,"EMD Serono",0,0,0,1,10.1016/j.clinthera.2007.06.002,,2,2,,,0,0,0,0,0,,0,0,1,0,1,3B,"multiple sclerosis",0,0,0,1,0,0,,interferon-beta1a,,1,0,0,0,0,,NCT00110396,,,,47,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,immunogenicity,,0,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,0,1,0,0,0,0,1,"The EVIDENCE Trial. Neurology. 2002;59:1496-1506",,3,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,1,"the EVIDENCE study best reflected the currently ap- proved product in terms of formulation and presentation",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,339,1,0,0,0,0,0,0,,260,339,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,,,1,1,2,,,"possible ascertainment bias",2
48,,,0,,"Preliminary Prospective Study to Assess the Effect of Early Blood Urea Nitrogen/Creatinine Ratio-Based Hydration Therapy on Poststroke Infection Rate and Length of Stay in Acute Ischemic Stroke",2015,0,0,taiwan,taiwan,0,"Journal of Stroke and Cerebrovascular Diseases: The Official Journal of National Stroke Association",1532-8511,,0,0,0,1,10.1016/j.jstrokecerebrovasdis.2015.08.002,,1,2,,,0,0,0,0,0,,0,1,0,0,0,,"Acute Ischemic Stroke",0,0,0,1,0,0,,Hydration,,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,"A exclure : pas medicament",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,0,,"Multicenter phase II study of a combination of cyclosporine a, methotrexate and mycophenolate mofetil for GVHD prophylaxis: results of the Chinese Bone Marrow Transplant Cooperative Group (CBMTCG)",2014,0,0,china,china,0,"Journal of Hematology & Oncology",1756-8722,"Chinese Bone Marrow Transplant Cooperative Group ",1,0,0,0,10.1186/s13045-014-0059-3,"comparison to a historical rate (not a control group)",1,2,,,0,0,0,0,0,,0,1,0,0,0,,"GVHD prophylaxis",0,0,0,1,0,0,,"cyclosporine a, methotrexate and mycophenolate mofetil",,0,0,0,1,0,,,,,,7,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cumulative incidenceof acute GVHD",,1,0,0,0,1,,0.05,0.90,477,,1,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 2007","October 2010",,,,,,,,508,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,,,,,,,0
50,,,0,,"Blinatumomab compared with standard of care for the treatment of adult patients with relapsed/refractory Philadelphia chromosome-positive B-precursor acute lymphoblastic leukemia",2020,1,0,italy,italy,,Cancer,1097-0142,Amgen,0,1,0,0,10.1002/cncr.32558,,2,1,1,,0,0,0,0,0,,0,1,0,0,0,,ALL,0,0,0,1,0,0,,blinatumomab,,1,0,0,0,0,,NCT02000427,,,,,1,0,0,0,0,1,"regulatory agencies support the use of external controls as a method for demonstrating the efficacy of new treatments",,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0,OS,3,1,0,0,0,1,,,0.65,,,0,1,2,,7,1,0,0,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,1,,0,0,1,0,0,0,0,0,,0.20,0,1,0,0,,1,1,0,0,0,0,0,,"stabilized IPTW and ATT  Covariates with a standardized difference >0.20 after IPTW adjustment were added to statistical models as covariates.  + bayesian borrowing (en analyse principale et sensibilité)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
